point,reading,temp,tn
18,1500,1500,K5_0125
13,1999.7,2000,K5_0125
14,1999.8,2000,K5_0125
15,2000.1,2000,K5_0125
16,2000.1,2000,K5_0125
17,2000.1,2000,K5_0125
18,2000,2000,K5_0125
13,2280,2280,K5_0125
14,2279.9,2280,K5_0125
15,2280.2,2280,K5_0125
16,2280.1,2280,K5_0125
17,2280.1,2280,K5_0125
18,2280.1,2280,K5_0125
19,-99.7,-100,K5_0125
20,-99.8,-100,K5_0125
21,-100.2,-100,K5_0125
22,-99.7,-100,K5_0125
23,-99.8,-100,K5_0125
24,-99.7,-100,K5_0125
19,500,500,K5_0125
20,500,500,K5_0125
21,499.8,500,K5_0125
22,500,500,K5_0125
23,500.1,500,K5_0125
24,500,500,K5_0125
19,1000,1000,K5_0125
20,999.9,1000,K5_0125
21,999.8,1000,K5_0125
22,1000,1000,K5_0125
23,1000.1,1000,K5_0125
24,999.9,1000,K5_0125
19,1499.8,1500,K5_0125
20,1499.8,1500,K5_0125
21,1499.7,1500,K5_0125
22,1500,1500,K5_0125
23,1499.9,1500,K5_0125
24,1499.7,1500,K5_0125
19,1999.8,2000,K5_0125
20,1999.8,2000,K5_0125
21,1999.7,2000,K5_0125
22,2000.1,2000,K5_0125
23,2000,2000,K5_0125
24,1999.7,2000,K5_0125
19,2279.8,2280,K5_0125
20,2279.8,2280,K5_0125
21,2279.6,2280,K5_0125
22,2280.3,2280,K5_0125
23,2280.1,2280,K5_0125
24,2279.7,2280,K5_0125
25,-99.8,-100,K5_0125
26,-99.9,-100,K5_0125
27,-99.8,-100,K5_0125
28,-99.9,-100,K5_0125
29,0,-100,K5_0125
30,0,-100,K5_0125
25,500,500,K5_0125
26,499.7,500,K5_0125
27,500,500,K5_0125
28,499.8,500,K5_0125
29,0,500,K5_0125
30,0,500,K5_0125
25,1000,1000,K5_0125
26,999.7,1000,K5_0125
27,1000,1000,K5_0125
28,999.8,1000,K5_0125
29,0,1000,K5_0125
30,0,1000,K5_0125
25,1499.9,1500,K5_0125
26,1499.6,1500,K5_0125
27,1500,1500,K5_0125
28,1499.7,1500,K5_0125
29,0,1500,K5_0125
30,0,1500,K5_0125
25,2000,2000,K5_0125
26,1999.8,2000,K5_0125
27,2000,2000,K5_0125
28,1999.7,2000,K5_0125
29,0,2000,K5_0125
30,0,2000,K5_0125
25,2280.1,2280,K5_0125
26,2279.9,2280,K5_0125
27,2280.1,2280,K5_0125
28,2279.7,2280,K5_0125
29,0,2280,K5_0125
30,0,2280,K5_0125
31,0,-100,K5_0125
32,0,-100,K5_0125
33,0,-100,K5_0125
34,0,-100,K5_0125
35,0,-100,K5_0125
36,0,-100,K5_0125
31,0,500,K5_0125
32,0,500,K5_0125
33,0,500,K5_0125
34,0,500,K5_0125
35,0,500,K5_0125
36,0,500,K5_0125
31,0,1000,K5_0125
32,0,1000,K5_0125
33,0,1000,K5_0125
34,0,1000,K5_0125
35,0,1000,K5_0125
36,0,1000,K5_0125
31,0,1500,K5_0125
32,0,1500,K5_0125
33,0,1500,K5_0125
34,0,1500,K5_0125
35,0,1500,K5_0125
36,0,1500,K5_0125
32,0,2000,K5_0125
33,0,2000,K5_0125
34,0,2000,K5_0125
35,0,2000,K5_0125
36,0,2000,K5_0125
31,0,2280,K5_0125
32,0,2280,K5_0125
33,0,2280,K5_0125
34,0,2280,K5_0125
35,0,2280,K5_0125
36,0,2280,K5_0125
37,0,-100,K5_0125
38,0,-100,K5_0125
39,0,-100,K5_0125
40,0,-100,K5_0125
37,0,500,K5_0125
38,0,500,K5_0125
39,0,500,K5_0125
40,0,500,K5_0125
37,0,1000,K5_0125
38,0,1000,K5_0125
39,0,1000,K5_0125
40,0,1000,K5_0125
37,0,1500,K5_0125
38,0,1500,K5_0125
39,0,1500,K5_0125
40,0,1500,K5_0125
37,0,2000,K5_0125
38,0,2000,K5_0125
39,0,2000,K5_0125
40,0,2000,K5_0125
37,0,2280,K5_0125
38,0,2280,K5_0125
39,0,2280,K5_0125
40,0,2280,K5_0125
1,-99.8,-100,J1_1224
2,-99.9,-100,J1_1224
3,-99.8,-100,J1_1224
4,-99.9,-100,J1_1224
5,-100,-100,J1_1224
6,-99.9,-100,J1_1224
1,-49.8,-50,J1_1224
2,-49.9,-50,J1_1224
3,-49.8,-50,J1_1224
4,-49.9,-50,J1_1224
5,-50,-50,J1_1224
6,-49.9,-50,J1_1224
1,-0.1,0,J1_1224
2,0,0,J1_1224
3,-0.2,0,J1_1224
4,0,0,J1_1224
5,0,0,J1_1224
6,0,0,J1_1224
1,249.8,250,J1_1224
2,249.9,250,J1_1224
3,249.9,250,J1_1224
4,250,250,J1_1224
5,249.9,250,J1_1224
6,250,250,J1_1224
1,499.8,500,J1_1224
2,499.9,500,J1_1224
3,499.9,500,J1_1224
4,499.9,500,J1_1224
5,499.9,500,J1_1224
6,499.9,500,J1_1224
1,999.9,1000,J1_1224
2,999.8,1000,J1_1224
3,999.9,1000,J1_1224
4,999.9,1000,J1_1224
5,999.8,1000,J1_1224
6,999.9,1000,J1_1224
7,-99.9,-100,J1_1224
8,-100,-100,J1_1224
9,-99.7,-100,J1_1224
10,-100.1,-100,J1_1224
11,-99.8,-100,J1_1224
12,-100.1,-100,J1_1224
7,-50,-50,J1_1224
8,-50,-50,J1_1224
9,-49.7,-50,J1_1224
10,-50.1,-50,J1_1224
11,-49.8,-50,J1_1224
12,-50.1,-50,J1_1224
7,0,0,J1_1224
8,0.1,0,J1_1224
9,-0.3,0,J1_1224
10,0.1,0,J1_1224
11,-0.2,0,J1_1224
12,-0.1,0,J1_1224
7,249.9,250,J1_1224
8,249.9,250,J1_1224
9,249.8,250,J1_1224
10,249.9,250,J1_1224
11,249.9,250,J1_1224
12,249.8,250,J1_1224
7,499.8,500,J1_1224
8,499.8,500,J1_1224
9,499.8,500,J1_1224
10,499.8,500,J1_1224
11,499.9,500,J1_1224
12,499.8,500,J1_1224
7,999.6,1000,J1_1224
8,999.8,1000,J1_1224
9,999.9,1000,J1_1224
10,999.7,1000,J1_1224
11,999.8,1000,J1_1224
12,999.8,1000,J1_1224
13,-100,-100,J1_1224
14,-100.1,-100,J1_1224
15,-100.1,-100,J1_1224
16,-100,-100,J1_1224
17,-100.2,-100,J1_1224
18,-99.8,-100,J1_1224
13,-50.1,-50,J1_1224
14,-50.1,-50,J1_1224
15,-50.1,-50,J1_1224
16,-49.9,-50,J1_1224
17,-49.9,-50,J1_1224
18,-49.9,-50,J1_1224
13,0.1,0,J1_1224
14,-0.2,0,J1_1224
15,-0.2,0,J1_1224
16,0.1,0,J1_1224
17,-0.1,0,J1_1224
18,0.1,0,J1_1224
13,250.1,250,J1_1224
14,249.8,250,J1_1224
15,249.8,250,J1_1224
16,250.2,250,J1_1224
17,250,250,J1_1224
18,250.1,250,J1_1224
13,500.1,500,J1_1224
14,499.8,500,J1_1224
15,499.7,500,J1_1224
16,500.1,500,J1_1224
17,500,500,J1_1224
18,500.1,500,J1_1224
13,1000.1,1000,J1_1224
14,999.8,1000,J1_1224
15,999.7,1000,J1_1224
16,1000.1,1000,J1_1224
17,1000,1000,J1_1224
18,1000.1,1000,J1_1224
19,-100.1,-100,J1_1224
20,-100.1,-100,J1_1224
21,-100.1,-100,J1_1224
22,-100,-100,J1_1224
23,-100.2,-100,J1_1224
24,-99.8,-100,J1_1224
19,-49.9,-50,J1_1224
20,-50.1,-50,J1_1224
21,-49.9,-50,J1_1224
22,-49.9,-50,J1_1224
23,-50.2,-50,J1_1224
24,-49.8,-50,J1_1224
19,0,0,J1_1224
20,-0.1,0,J1_1224
21,0,0,J1_1224
22,0.1,0,J1_1224
23,-0.1,0,J1_1224
24,0,0,J1_1224
19,250,250,J1_1224
20,249.9,250,J1_1224
21,250.1,250,J1_1224
22,250.1,250,J1_1224
23,249.9,250,J1_1224
24,250.1,250,J1_1224
19,499.9,500,J1_1224
20,499.8,500,J1_1224
21,500.1,500,J1_1224
22,500.1,500,J1_1224
23,499.9,500,J1_1224
24,499.9,500,J1_1224
19,1000,1000,J1_1224
20,999.7,1000,J1_1224
21,1000.2,1000,J1_1224
22,1000.1,1000,J1_1224
23,999.9,1000,J1_1224
24,999.8,1000,J1_1224
25,-99.9,-100,J1_1224
26,-100,-100,J1_1224
27,-100.2,-100,J1_1224
28,-100.1,-100,J1_1224
29,-100.2,-100,J1_1224
30,-100.2,-100,J1_1224
25,-49.9,-50,J1_1224
26,-49.8,-50,J1_1224
27,-50.1,-50,J1_1224
28,-50.1,-50,J1_1224
29,-50.1,-50,J1_1224
30,-50,-50,J1_1224
25,0,0,J1_1224
26,0.1,0,J1_1224
27,-0.1,0,J1_1224
28,0,0,J1_1224
29,0.1,0,J1_1224
30,0.1,0,J1_1224
25,250.1,250,J1_1224
26,250.1,250,J1_1224
27,250.2,250,J1_1224
28,250.1,250,J1_1224
29,249.8,250,J1_1224
30,249.9,250,J1_1224
25,500.1,500,J1_1224
26,500.1,500,J1_1224
27,500.2,500,J1_1224
28,500.1,500,J1_1224
29,499.9,500,J1_1224
30,500,500,J1_1224
25,1000.2,1000,J1_1224
26,1000.1,1000,J1_1224
27,1000.3,1000,J1_1224
28,1000.2,1000,J1_1224
29,999.9,1000,J1_1224
30,1000,1000,J1_1224
31,-100.1,-100,J1_1224
32,-100,-100,J1_1224
33,-100.2,-100,J1_1224
34,-100.2,-100,J1_1224
35,-100.2,-100,J1_1224
36,-100.3,-100,J1_1224
31,-49.9,-50,J1_1224
32,-50,-50,J1_1224
33,-50.1,-50,J1_1224
34,-50.2,-50,J1_1224
35,-50.1,-50,J1_1224
36,-50.2,-50,J1_1224
31,0.2,0,J1_1224
32,0.2,0,J1_1224
33,0.1,0,J1_1224
34,0.1,0,J1_1224
35,0.1,0,J1_1224
36,0.1,0,J1_1224
31,250,250,J1_1224
32,250.1,250,J1_1224
33,249.8,250,J1_1224
34,249.7,250,J1_1224
35,249.8,250,J1_1224
36,250,250,J1_1224
31,500.1,500,J1_1224
32,500.1,500,J1_1224
33,500,500,J1_1224
34,500.1,500,J1_1224
35,500,500,J1_1224
36,500.2,500,J1_1224
31,1000,1000,J1_1224
32,1000.2,1000,J1_1224
33,1000.1,1000,J1_1224
34,1000.3,1000,J1_1224
35,1000.1,1000,J1_1224
36,1000.2,1000,J1_1224
37,-100.5,-100,J1_1224
38,-100.1,-100,J1_1224
39,-99.8,-100,J1_1224
40,-99.9,-100,J1_1224
37,-50.3,-50,J1_1224
38,-49.8,-50,J1_1224
39,-50,-50,J1_1224
40,-50,-50,J1_1224
37,0.3,0,J1_1224
38,0.2,0,J1_1224
39,0.2,0,J1_1224
40,0.2,0,J1_1224
37,250.3,250,J1_1224
38,250.2,250,J1_1224
39,250.3,250,J1_1224
40,250.1,250,J1_1224
37,500.4,500,J1_1224
38,500.3,500,J1_1224
39,500,500,J1_1224
40,500.1,500,J1_1224
37,1000.5,1000,J1_1224
38,1000.3,1000,J1_1224
39,1000.1,1000,J1_1224
40,1000.1,1000,J1_1224
1,-99.8,-100,J3_0225
2,-100.1,-100,J3_0225
3,-99.9,-100,J3_0225
4,-99.8,-100,J3_0225
5,-100,-100,J3_0225
6,-99.9,-100,J3_0225
1,-49.8,-50,J3_0225
2,-50.1,-50,J3_0225
3,-49.9,-50,J3_0225
4,-49.8,-50,J3_0225
5,-50,-50,J3_0225
6,-49.9,-50,J3_0225
1,0.2,0,J3_0225
2,-0.1,0,J3_0225
3,0.1,0,J3_0225
4,0.3,0,J3_0225
5,0.1,0,J3_0225
6,0.1,0,J3_0225
1,250.2,250,J3_0225
2,250,250,J3_0225
3,250.1,250,J3_0225
4,250.3,250,J3_0225
5,250.1,250,J3_0225
6,250.2,250,J3_0225
1,500.3,500,J3_0225
2,500,500,J3_0225
3,500.2,500,J3_0225
4,500.3,500,J3_0225
5,500.1,500,J3_0225
6,500.2,500,J3_0225
1,1000.3,1000,J3_0225
2,1000.1,1000,J3_0225
3,1000.3,1000,J3_0225
4,1000.3,1000,J3_0225
5,1000.2,1000,J3_0225
6,1000.2,1000,J3_0225
7,-100,-100,J3_0225
8,-100.2,-100,J3_0225
9,-99.8,-100,J3_0225
10,-100.1,-100,J3_0225
11,-99.8,-100,J3_0225
12,-100.2,-100,J3_0225
7,-49.9,-50,J3_0225
8,-50.2,-50,J3_0225
9,-49.8,-50,J3_0225
10,-50.1,-50,J3_0225
11,-49.8,-50,J3_0225
12,-50.2,-50,J3_0225
7,0.1,0,J3_0225
8,-0.1,0,J3_0225
9,0.3,0,J3_0225
10,0,0,J3_0225
11,0.2,0,J3_0225
12,-0.1,0,J3_0225
7,250.1,250,J3_0225
8,249.8,250,J3_0225
9,250.3,250,J3_0225
10,250,250,J3_0225
11,250.2,250,J3_0225
12,250,250,J3_0225
7,500.2,500,J3_0225
8,499.8,500,J3_0225
9,500.3,500,J3_0225
10,500,500,J3_0225
11,500.2,500,J3_0225
12,500,500,J3_0225
7,1000.2,1000,J3_0225
8,999.8,1000,J3_0225
9,1000.3,1000,J3_0225
10,1000,1000,J3_0225
11,1000.2,1000,J3_0225
12,1000.1,1000,J3_0225
13,-99.8,-100,J3_0225
14,-99.5,-100,J3_0225
15,-100.1,-100,J3_0225
16,-100.2,-100,J3_0225
17,-100.2,-100,J3_0225
18,-100.2,-100,J3_0225
13,-49.8,-50,J3_0225
14,-49.5,-50,J3_0225
15,-50.1,-50,J3_0225
16,-50.2,-50,J3_0225
17,-50.1,-50,J3_0225
18,-50.1,-50,J3_0225
13,0.2,0,J3_0225
14,0.5,0,J3_0225
15,-0.1,0,J3_0225
16,-0.1,0,J3_0225
17,-0.1,0,J3_0225
18,0,0,J3_0225
13,250.4,250,J3_0225
14,250.5,250,J3_0225
15,249.9,250,J3_0225
16,250,250,J3_0225
17,250,250,J3_0225
18,250,250,J3_0225
13,500.4,500,J3_0225
14,500.5,500,J3_0225
15,500,500,J3_0225
16,500.1,500,J3_0225
17,500,500,J3_0225
18,500.1,500,J3_0225
13,1000.5,1000,J3_0225
14,1000.5,1000,J3_0225
15,1000.1,1000,J3_0225
16,1000.2,1000,J3_0225
17,1000,1000,J3_0225
18,1000.1,1000,J3_0225
19,-99.9,-100,J3_0225
20,-100.2,-100,J3_0225
21,-100.2,-100,J3_0225
22,-100.3,-100,J3_0225
23,-100.2,-100,J3_0225
24,-100.1,-100,J3_0225
19,-49.9,-50,J3_0225
20,-50.1,-50,J3_0225
21,-50.2,-50,J3_0225
22,-50.3,-50,J3_0225
23,-50.2,-50,J3_0225
24,-50.1,-50,J3_0225
19,0.1,0,J3_0225
20,0,0,J3_0225
21,0,0,J3_0225
22,-0.1,0,J3_0225
23,-0.2,0,J3_0225
24,0.1,0,J3_0225
19,250.1,250,J3_0225
20,249.9,250,J3_0225
21,249.9,250,J3_0225
22,249.9,250,J3_0225
23,250.1,250,J3_0225
24,250.2,250,J3_0225
19,500.2,500,J3_0225
20,500,500,J3_0225
21,499.9,500,J3_0225
22,499.9,500,J3_0225
23,500,500,J3_0225
24,500.2,500,J3_0225
19,1000.2,1000,J3_0225
20,999.8,1000,J3_0225
21,999.8,1000,J3_0225
22,1000,1000,J3_0225
23,1000,1000,J3_0225
24,1000.2,1000,J3_0225
25,-99.9,-100,J3_0225
26,-100.2,-100,J3_0225
27,-100.4,-100,J3_0225
28,-100.1,-100,J3_0225
29,-99.7,-100,J3_0225
30,-100.3,-100,J3_0225
25,-49.9,-50,J3_0225
26,-50.2,-50,J3_0225
27,-50.4,-50,J3_0225
28,-49.8,-50,J3_0225
29,-49.7,-50,J3_0225
30,-50.3,-50,J3_0225
25,0.1,0,J3_0225
26,0,0,J3_0225
27,-0.3,0,J3_0225
28,0.3,0,J3_0225
29,0.2,0,J3_0225
30,-0.3,0,J3_0225
25,250,250,J3_0225
26,250,250,J3_0225
27,250,250,J3_0225
28,250.2,250,J3_0225
29,250.2,250,J3_0225
30,249.8,250,J3_0225
25,500,500,J3_0225
26,500.1,500,J3_0225
27,500,500,J3_0225
28,500.3,500,J3_0225
29,500.3,500,J3_0225
30,499.8,500,J3_0225
25,999.9,1000,J3_0225
26,1000.1,1000,J3_0225
27,1000.2,1000,J3_0225
28,1000.3,1000,J3_0225
29,1000.3,1000,J3_0225
30,999.8,1000,J3_0225
31,-100.2,-100,J3_0225
32,-99.9,-100,J3_0225
33,-99.9,-100,J3_0225
34,-99.8,-100,J3_0225
35,-100.2,-100,J3_0225
36,-100.1,-100,J3_0225
31,-50.2,-50,J3_0225
32,-49.9,-50,J3_0225
33,-49.9,-50,J3_0225
34,-49.8,-50,J3_0225
35,-50.2,-50,J3_0225
36,-50,-50,J3_0225
31,-0.3,0,J3_0225
32,0,0,J3_0225
33,0.3,0,J3_0225
34,0.2,0,J3_0225
35,-0.3,0,J3_0225
36,-0.1,0,J3_0225
31,249.8,250,J3_0225
32,250,250,J3_0225
33,250.4,250,J3_0225
34,250.5,250,J3_0225
35,249.7,250,J3_0225
36,249.9,250,J3_0225
31,499.9,500,J3_0225
32,500.2,500,J3_0225
33,500.5,500,J3_0225
34,500.5,500,J3_0225
35,500,500,J3_0225
36,500,500,J3_0225
31,1000,1000,J3_0225
32,1000.2,1000,J3_0225
33,1000.4,1000,J3_0225
34,1000.5,1000,J3_0225
35,1000,1000,J3_0225
36,1000.1,1000,J3_0225
37,-99.9,-100,J3_0225
38,-100,-100,J3_0225
39,-100.2,-100,J3_0225
40,-99.7,-100,J3_0225
37,-49.9,-50,J3_0225
38,-50,-50,J3_0225
39,-50.2,-50,J3_0225
40,-49.7,-50,J3_0225
37,0.1,0,J3_0225
38,0,0,J3_0225
39,-0.2,0,J3_0225
40,0.2,0,J3_0225
37,250.1,250,J3_0225
38,250,250,J3_0225
39,249.8,250,J3_0225
40,250.2,250,J3_0225
37,500.1,500,J3_0225
38,500,500,J3_0225
39,499.9,500,J3_0225
40,500.2,500,J3_0225
37,1000.1,1000,J3_0225
38,1000,1000,J3_0225
39,999.9,1000,J3_0225
40,1000.2,1000,J3_0225
1,32.3,32,N2_0525
2,31.8,32,N2_0525
3,32.2,32,N2_0525
4,32.1,32,N2_0525
5,32.4,32,N2_0525
6,32.3,32,N2_0525
1,500.3,500,N2_0525
2,499.8,500,N2_0525
3,500.1,500,N2_0525
4,500.1,500,N2_0525
5,500.3,500,N2_0525
6,500.2,500,N2_0525
1,1000.3,1000,N2_0525
2,999.9,1000,N2_0525
3,1000.2,1000,N2_0525
4,1000.2,1000,N2_0525
5,1000.3,1000,N2_0525
6,1000.3,1000,N2_0525
1,1500.3,1500,N2_0525
2,1499.9,1500,N2_0525
3,1500.2,1500,N2_0525
4,1500.2,1500,N2_0525
5,1500.3,1500,N2_0525
6,1500.3,1500,N2_0525
1,2000.4,2000,N2_0525
2,1999.9,2000,N2_0525
3,2000.3,2000,N2_0525
4,2000.4,2000,N2_0525
5,2000.4,2000,N2_0525
6,2000.5,2000,N2_0525
1,2300.4,2300,N2_0525
2,2300,2300,N2_0525
3,2300.4,2300,N2_0525
4,2300.5,2300,N2_0525
5,2300.4,2300,N2_0525
6,2300.5,2300,N2_0525
7,32,32,N2_0525
8,31.8,32,N2_0525
9,32.5,32,N2_0525
10,32.7,32,N2_0525
11,31.3,32,N2_0525
12,32,32,N2_0525
7,500,500,N2_0525
8,499.9,500,N2_0525
9,500.4,500,N2_0525
10,500.6,500,N2_0525
11,499.5,500,N2_0525
12,500,500,N2_0525
7,1000.1,1000,N2_0525
8,1000,1000,N2_0525
9,1000.4,1000,N2_0525
10,1000.7,1000,N2_0525
11,999.7,1000,N2_0525
12,1000.2,1000,N2_0525
7,1500.2,1500,N2_0525
8,1500,1500,N2_0525
9,1500.5,1500,N2_0525
10,1500.8,1500,N2_0525
11,1499.7,1500,N2_0525
12,1500.2,1500,N2_0525
7,2000.5,2000,N2_0525
8,2000.1,2000,N2_0525
9,2000.6,2000,N2_0525
10,2001,2000,N2_0525
11,1999.8,2000,N2_0525
12,2000.3,2000,N2_0525
7,2300.5,2300,N2_0525
8,2300.1,2300,N2_0525
9,2300.7,2300,N2_0525
10,2301,2300,N2_0525
11,2299.9,2300,N2_0525
12,2300.3,2300,N2_0525
13,32.1,32,N2_0525
14,32,32,N2_0525
15,32.1,32,N2_0525
16,32,32,N2_0525
17,31.9,32,N2_0525
18,32.3,32,N2_0525
13,500.1,500,N2_0525
14,500,500,N2_0525
15,499.8,500,N2_0525
16,499.9,500,N2_0525
17,499.7,500,N2_0525
18,500.2,500,N2_0525
13,1000.2,1000,N2_0525
14,1000.2,1000,N2_0525
15,999.7,1000,N2_0525
16,999.8,1000,N2_0525
17,999.7,1000,N2_0525
18,1000,1000,N2_0525
13,1500.2,1500,N2_0525
14,1500.3,1500,N2_0525
15,1499.6,1500,N2_0525
16,1499.8,1500,N2_0525
17,1499.7,1500,N2_0525
18,1499.9,1500,N2_0525
13,2000.4,2000,N2_0525
14,2000.5,2000,N2_0525
15,1999.7,2000,N2_0525
16,2000,2000,N2_0525
17,1999.8,2000,N2_0525
18,1999.9,2000,N2_0525
13,2300.4,2300,N2_0525
14,2300.5,2300,N2_0525
15,2299.7,2300,N2_0525
16,2300.1,2300,N2_0525
17,2299.9,2300,N2_0525
18,2299.9,2300,N2_0525
19,31.9,32,N2_0525
20,32,32,N2_0525
21,31.9,32,N2_0525
22,32.4,32,N2_0525
23,32.1,32,N2_0525
24,31.5,32,N2_0525
19,499.7,500,N2_0525
20,499.8,500,N2_0525
21,499.7,500,N2_0525
22,500.1,500,N2_0525
23,499.9,500,N2_0525
24,499.5,500,N2_0525
19,999.6,1000,N2_0525
20,999.7,1000,N2_0525
21,999.7,1000,N2_0525
22,1000,1000,N2_0525
23,999.8,1000,N2_0525
24,999.5,1000,N2_0525
19,1499.5,1500,N2_0525
20,1499.7,1500,N2_0525
21,1499.7,1500,N2_0525
22,1499.8,1500,N2_0525
23,1499.8,1500,N2_0525
24,1499.5,1500,N2_0525
19,1999.7,2000,N2_0525
20,1999.9,2000,N2_0525
21,1999.9,2000,N2_0525
22,1999.9,2000,N2_0525
23,1999.9,2000,N2_0525
24,1999.6,2000,N2_0525
19,2299.7,2300,N2_0525
20,2300,2300,N2_0525
21,2300,2300,N2_0525
22,2299.9,2300,N2_0525
23,2300,2300,N2_0525
24,2299.6,2300,N2_0525
25,32.1,32,N2_0525
26,32,32,N2_0525
27,32,32,N2_0525
28,32,32,N2_0525
25,499.6,500,N2_0525
26,500.1,500,N2_0525
27,499.7,500,N2_0525
28,500,500,N2_0525
25,999.5,1000,N2_0525
26,1000.1,1000,N2_0525
27,999.7,1000,N2_0525
28,999.9,1000,N2_0525
25,1499.2,1500,N2_0525
26,1500,1500,N2_0525
27,1499.6,1500,N2_0525
28,1499.8,1500,N2_0525
25,1999.3,2000,N2_0525
26,2000.1,2000,N2_0525
27,1999.7,2000,N2_0525
28,1999.9,2000,N2_0525
25,2299.3,2300,N2_0525
26,2300.1,2300,N2_0525
27,2299.8,2300,N2_0525
28,2300,2300,N2_0525
1,10.1,10,K4_0525
2,9.8,10,K4_0525
3,9.9,10,K4_0525
4,10,10,K4_0525
5,10,10,K4_0525
6,10,10,K4_0525
1,500,500,K4_0525
2,499.8,500,K4_0525
3,499.9,500,K4_0525
4,500,500,K4_0525
5,499.9,500,K4_0525
6,500,500,K4_0525
1,1000,1000,K4_0525
2,999.9,1000,K4_0525
3,1000,1000,K4_0525
4,1000.1,1000,K4_0525
5,999.9,1000,K4_0525
6,1000.1,1000,K4_0525
1,1500.1,1500,K4_0525
2,1499.9,1500,K4_0525
3,1500.1,1500,K4_0525
4,1500.1,1500,K4_0525
5,1499.8,1500,K4_0525
6,1500.1,1500,K4_0525
1,2000.1,2000,K4_0525
2,1999.9,2000,K4_0525
3,2000.1,2000,K4_0525
4,2000.1,2000,K4_0525
5,1999.8,2000,K4_0525
6,2000.1,2000,K4_0525
1,2250.1,2250,K4_0525
2,2250,2250,K4_0525
3,2250.2,2250,K4_0525
4,2250.2,2250,K4_0525
5,2249.9,2250,K4_0525
6,2250.2,2250,K4_0525
7,9.8,10,K4_0525
8,10,10,K4_0525
9,9.9,10,K4_0525
10,9.9,10,K4_0525
11,9.9,10,K4_0525
12,9.8,10,K4_0525
7,499.7,500,K4_0525
8,500,500,K4_0525
9,499.9,500,K4_0525
10,499.9,500,K4_0525
11,499.8,500,K4_0525
12,499.7,500,K4_0525
7,999.7,1000,K4_0525
8,999.9,1000,K4_0525
9,1000,1000,K4_0525
10,1000.1,1000,K4_0525
11,999.9,1000,K4_0525
12,999.9,1000,K4_0525
7,1499.7,1500,K4_0525
8,1499.8,1500,K4_0525
9,1500,1500,K4_0525
10,1500.1,1500,K4_0525
11,1499.9,1500,K4_0525
12,1499.9,1500,K4_0525
7,1999.7,2000,K4_0525
8,1999.6,2000,K4_0525
9,2000,2000,K4_0525
10,2000.2,2000,K4_0525
11,1999.9,2000,K4_0525
12,1999.9,2000,K4_0525
7,2249.7,2250,K4_0525
8,2249.6,2250,K4_0525
9,2250,2250,K4_0525
10,2250.3,2250,K4_0525
11,2250,2250,K4_0525
12,2250,2250,K4_0525
13,10,10,K4_0525
14,10.1,10,K4_0525
15,9.9,10,K4_0525
16,9.8,10,K4_0525
17,10,10,K4_0525
18,10,10,K4_0525
13,499.9,500,K4_0525
14,500,500,K4_0525
15,499.7,500,K4_0525
16,499.6,500,K4_0525
17,499.8,500,K4_0525
18,499.7,500,K4_0525
13,1000,1000,K4_0525
14,1000,1000,K4_0525
15,999.7,1000,K4_0525
16,999.7,1000,K4_0525
17,999.9,1000,K4_0525
18,999.8,1000,K4_0525
13,1500.1,1500,K4_0525
14,1500,1500,K4_0525
15,1499.8,1500,K4_0525
16,1499.7,1500,K4_0525
17,1499.9,1500,K4_0525
18,1499.8,1500,K4_0525
13,2000.1,2000,K4_0525
14,1999.9,2000,K4_0525
15,1999.8,2000,K4_0525
16,1999.8,2000,K4_0525
17,1999.9,2000,K4_0525
18,1999.8,2000,K4_0525
13,2250.2,2250,K4_0525
14,2250,2250,K4_0525
15,2250,2250,K4_0525
16,2249.9,2250,K4_0525
17,2250,2250,K4_0525
18,2249.9,2250,K4_0525
19,9.9,10,K4_0525
20,9.9,10,K4_0525
21,9.9,10,K4_0525
22,9.8,10,K4_0525
23,9.7,10,K4_0525
24,9.9,10,K4_0525
19,499.7,500,K4_0525
20,499.6,500,K4_0525
21,499.7,500,K4_0525
22,499.6,500,K4_0525
23,499.6,500,K4_0525
24,499.7,500,K4_0525
19,999.8,1000,K4_0525
20,999.7,1000,K4_0525
21,999.7,1000,K4_0525
22,999.7,1000,K4_0525
23,999.6,1000,K4_0525
24,999.7,1000,K4_0525
19,1499.8,1500,K4_0525
20,1499.7,1500,K4_0525
21,1499.7,1500,K4_0525
22,1499.7,1500,K4_0525
23,1499.7,1500,K4_0525
24,1499.8,1500,K4_0525
19,1999.8,2000,K4_0525
20,1999.7,2000,K4_0525
21,1999.7,2000,K4_0525
22,1999.7,2000,K4_0525
23,1999.7,2000,K4_0525
24,1999.8,2000,K4_0525
19,2249.9,2250,K4_0525
20,2249.8,2250,K4_0525
21,2249.8,2250,K4_0525
22,2249.8,2250,K4_0525
23,2249.8,2250,K4_0525
24,2249.9,2250,K4_0525
25,9.8,10,K4_0525
26,9.9,10,K4_0525
27,10,10,K4_0525
28,10.1,10,K4_0525
29,9.8,10,K4_0525
30,9.9,10,K4_0525
25,499.6,500,K4_0525
26,499.7,500,K4_0525
27,499.8,500,K4_0525
28,499.9,500,K4_0525
29,499.6,500,K4_0525
30,499.6,500,K4_0525
25,999.7,1000,K4_0525
26,999.7,1000,K4_0525
27,999.8,1000,K4_0525
28,999.9,1000,K4_0525
29,999.5,1000,K4_0525
30,999.5,1000,K4_0525
25,1499.8,1500,K4_0525
