point,reading,temp,tn
26,1499.8,1500,K4_0525
27,1499.9,1500,K4_0525
28,1500,1500,K4_0525
29,1499.5,1500,K4_0525
30,1499.5,1500,K4_0525
25,1999.8,2000,K4_0525
26,1999.8,2000,K4_0525
27,1999.9,2000,K4_0525
28,2000,2000,K4_0525
29,1999.5,2000,K4_0525
30,1999.5,2000,K4_0525
25,2249.9,2250,K4_0525
26,2249.8,2250,K4_0525
27,2250,2250,K4_0525
28,2250.1,2250,K4_0525
29,2249.5,2250,K4_0525
30,2249.5,2250,K4_0525
31,9.6,10,K4_0525
32,9.7,10,K4_0525
33,9.7,10,K4_0525
34,9.5,10,K4_0525
35,9.8,10,K4_0525
36,9.5,10,K4_0525
31,499.5,500,K4_0525
32,499.6,500,K4_0525
33,499.6,500,K4_0525
34,499.5,500,K4_0525
35,499.6,500,K4_0525
36,499.5,500,K4_0525
31,999.5,1000,K4_0525
32,999.5,1000,K4_0525
33,999.7,1000,K4_0525
34,999.5,1000,K4_0525
35,999.6,1000,K4_0525
36,999.5,1000,K4_0525
31,1499.5,1500,K4_0525
32,1499.5,1500,K4_0525
33,1499.7,1500,K4_0525
34,1499.6,1500,K4_0525
35,1499.6,1500,K4_0525
36,1499.5,1500,K4_0525
31,1999.5,2000,K4_0525
32,1999.5,2000,K4_0525
33,1999.8,2000,K4_0525
34,1999.6,2000,K4_0525
35,1999.6,2000,K4_0525
36,1999.5,2000,K4_0525
31,2249.5,2250,K4_0525
32,2249.7,2250,K4_0525
33,2249.9,2250,K4_0525
34,2249.7,2250,K4_0525
35,2249.7,2250,K4_0525
36,2249.5,2250,K4_0525
37,9.9,10,K4_0525
38,9.6,10,K4_0525
39,9.7,10,K4_0525
40,9.7,10,K4_0525
37,499.7,500,K4_0525
38,499.5,500,K4_0525
39,499.6,500,K4_0525
40,499.6,500,K4_0525
37,999.6,1000,K4_0525
38,999.5,1000,K4_0525
39,999.6,1000,K4_0525
40,999.6,1000,K4_0525
37,1499.5,1500,K4_0525
38,1499.6,1500,K4_0525
39,1499.5,1500,K4_0525
40,1499.5,1500,K4_0525
37,1999.5,2000,K4_0525
38,1999.7,2000,K4_0525
39,1999.5,2000,K4_0525
40,1999.5,2000,K4_0525
37,2249.5,2250,K4_0525
38,2249.9,2250,K4_0525
39,2249.5,2250,K4_0525
40,2249.6,2250,K4_0525
1,-99.9,-100,K5_0425
2,-99.8,-100,K5_0425
3,-100.1,-100,K5_0425
4,-100.1,-100,K5_0425
5,-100.2,-100,K5_0425
6,-99.9,-100,K5_0425
1,499.8,500,K5_0425
2,500.1,500,K5_0425
3,500,500,K5_0425
4,500.1,500,K5_0425
5,499.8,500,K5_0425
6,500.1,500,K5_0425
1,999.8,1000,K5_0425
2,1000.1,1000,K5_0425
3,1000,1000,K5_0425
4,1000.1,1000,K5_0425
5,999.8,1000,K5_0425
6,1000.1,1000,K5_0425
1,1499.6,1500,K5_0425
2,1500.1,1500,K5_0425
3,1500,1500,K5_0425
4,1500.1,1500,K5_0425
5,1499.8,1500,K5_0425
6,1500,1500,K5_0425
1,1999.6,2000,K5_0425
2,2000.1,2000,K5_0425
3,1999.9,2000,K5_0425
4,2000.1,2000,K5_0425
5,1999.9,2000,K5_0425
6,2000.1,2000,K5_0425
1,2279.6,2280,K5_0425
2,2280.1,2280,K5_0425
3,2280.1,2280,K5_0425
4,2280.2,2280,K5_0425
5,2280,2280,K5_0425
6,2280.1,2280,K5_0425
7,-99.8,-100,K5_0425
8,-99.7,-100,K5_0425
9,-99.8,-100,K5_0425
10,-99.9,-100,K5_0425
11,-99.9,-100,K5_0425
12,-99.9,-100,K5_0425
7,500.2,500,K5_0425
8,500.2,500,K5_0425
9,500,500,K5_0425
10,499.8,500,K5_0425
11,500.2,500,K5_0425
12,500.1,500,K5_0425
7,1000.1,1000,K5_0425
8,1000.2,1000,K5_0425
9,1000,1000,K5_0425
10,999.8,1000,K5_0425
11,1000.2,1000,K5_0425
12,1000.1,1000,K5_0425
7,1500,1500,K5_0425
8,1500,1500,K5_0425
9,1500,1500,K5_0425
10,1499.7,1500,K5_0425
11,1500.2,1500,K5_0425
12,1500,1500,K5_0425
7,2000,2000,K5_0425
8,2000,2000,K5_0425
9,2000,2000,K5_0425
10,1999.7,2000,K5_0425
11,2000.1,2000,K5_0425
12,1999.9,2000,K5_0425
7,2280.1,2280,K5_0425
8,2280,2280,K5_0425
9,2280.1,2280,K5_0425
10,2279.8,2280,K5_0425
11,2280.1,2280,K5_0425
12,2280.1,2280,K5_0425
13,-100.2,-100,K5_0425
14,-100.2,-100,K5_0425
15,-99.8,-100,K5_0425
16,-99.8,-100,K5_0425
17,-99.8,-100,K5_0425
18,-99.8,-100,K5_0425
13,499.8,500,K5_0425
14,499.7,500,K5_0425
15,500.2,500,K5_0425
16,500.2,500,K5_0425
17,500.1,500,K5_0425
18,500,500,K5_0425
13,999.9,1000,K5_0425
14,999.7,1000,K5_0425
15,1000.2,1000,K5_0425
16,1000.2,1000,K5_0425
17,1000.1,1000,K5_0425
18,1000,1000,K5_0425
13,1499.8,1500,K5_0425
14,1499.7,1500,K5_0425
15,1500.1,1500,K5_0425
16,1500.1,1500,K5_0425
17,1500.1,1500,K5_0425
18,1500,1500,K5_0425
13,1999.7,2000,K5_0425
14,1999.8,2000,K5_0425
15,2000.1,2000,K5_0425
16,2000.1,2000,K5_0425
17,2000.1,2000,K5_0425
18,2000,2000,K5_0425
13,2280,2280,K5_0425
14,2279.9,2280,K5_0425
15,2280.2,2280,K5_0425
16,2280.1,2280,K5_0425
17,2280.1,2280,K5_0425
18,2280.1,2280,K5_0425
19,-99.7,-100,K5_0425
20,-99.8,-100,K5_0425
21,-100.2,-100,K5_0425
22,-99.7,-100,K5_0425
23,-99.8,-100,K5_0425
24,-99.7,-100,K5_0425
19,500,500,K5_0425
20,500,500,K5_0425
21,499.8,500,K5_0425
22,500,500,K5_0425
23,500.1,500,K5_0425
24,500,500,K5_0425
19,1000,1000,K5_0425
20,999.9,1000,K5_0425
21,999.8,1000,K5_0425
22,1000,1000,K5_0425
23,1000.1,1000,K5_0425
24,999.9,1000,K5_0425
19,1499.8,1500,K5_0425
20,1499.8,1500,K5_0425
21,1499.7,1500,K5_0425
22,1500,1500,K5_0425
23,1499.9,1500,K5_0425
24,1499.7,1500,K5_0425
19,1999.8,2000,K5_0425
20,1999.8,2000,K5_0425
21,1999.7,2000,K5_0425
22,2000.1,2000,K5_0425
23,2000,2000,K5_0425
24,1999.7,2000,K5_0425
19,2279.8,2280,K5_0425
20,2279.8,2280,K5_0425
21,2279.6,2280,K5_0425
22,2280.3,2280,K5_0425
23,2280.1,2280,K5_0425
24,2279.7,2280,K5_0425
25,-99.8,-100,K5_0425
26,-99.9,-100,K5_0425
27,-99.8,-100,K5_0425
28,-99.9,-100,K5_0425
29,0,-100,K5_0425
30,0,-100,K5_0425
25,500,500,K5_0425
26,499.7,500,K5_0425
27,500,500,K5_0425
28,499.8,500,K5_0425
29,0,500,K5_0425
30,0,500,K5_0425
25,1000,1000,K5_0425
26,999.7,1000,K5_0425
27,1000,1000,K5_0425
28,999.8,1000,K5_0425
29,0,1000,K5_0425
30,0,1000,K5_0425
25,1499.9,1500,K5_0425
26,1499.6,1500,K5_0425
27,1500,1500,K5_0425
28,1499.7,1500,K5_0425
29,0,1500,K5_0425
30,0,1500,K5_0425
25,2000,2000,K5_0425
26,1999.8,2000,K5_0425
27,2000,2000,K5_0425
28,1999.7,2000,K5_0425
29,0,2000,K5_0425
30,0,2000,K5_0425
25,2280.1,2280,K5_0425
26,2279.9,2280,K5_0425
27,2280.1,2280,K5_0425
28,2279.7,2280,K5_0425
29,0,2280,K5_0425
30,0,2280,K5_0425
31,0,-100,K5_0425
32,0,-100,K5_0425
33,0,-100,K5_0425
34,0,-100,K5_0425
35,0,-100,K5_0425
36,0,-100,K5_0425
31,0,500,K5_0425
32,0,500,K5_0425
33,0,500,K5_0425
34,0,500,K5_0425
35,0,500,K5_0425
36,0,500,K5_0425
31,0,1000,K5_0425
32,0,1000,K5_0425
33,0,1000,K5_0425
34,0,1000,K5_0425
35,0,1000,K5_0425
36,0,1000,K5_0425
31,0,1500,K5_0425
32,0,1500,K5_0425
33,0,1500,K5_0425
34,0,1500,K5_0425
35,0,1500,K5_0425
36,0,1500,K5_0425
32,0,2000,K5_0425
33,0,2000,K5_0425
34,0,2000,K5_0425
35,0,2000,K5_0425
36,0,2000,K5_0425
31,0,2280,K5_0425
32,0,2280,K5_0425
33,0,2280,K5_0425
34,0,2280,K5_0425
35,0,2280,K5_0425
36,0,2280,K5_0425
37,0,-100,K5_0425
38,0,-100,K5_0425
39,0,-100,K5_0425
40,0,-100,K5_0425
37,0,500,K5_0425
38,0,500,K5_0425
39,0,500,K5_0425
40,0,500,K5_0425
37,0,1000,K5_0425
38,0,1000,K5_0425
39,0,1000,K5_0425
40,0,1000,K5_0425
37,0,1500,K5_0425
38,0,1500,K5_0425
39,0,1500,K5_0425
40,0,1500,K5_0425
37,0,2000,K5_0425
38,0,2000,K5_0425
39,0,2000,K5_0425
40,0,2000,K5_0425
37,0,2280,K5_0425
38,0,2280,K5_0425
39,0,2280,K5_0425
40,0,2280,K5_0425
1,32.4,32,N2_0824
2,31.8,32,N2_0824
3,32.2,32,N2_0824
4,32.1,32,N2_0824
5,32.4,32,N2_0824
6,32.3,32,N2_0824
1,500.4,500,N2_0824
2,499.8,500,N2_0824
3,500.1,500,N2_0824
4,500.1,500,N2_0824
5,500.3,500,N2_0824
6,500.2,500,N2_0824
1,1000.4,1000,N2_0824
2,999.9,1000,N2_0824
3,1000.2,1000,N2_0824
4,1000.2,1000,N2_0824
5,1000.3,1000,N2_0824
6,1000.3,1000,N2_0824
1,1500.4,1500,N2_0824
2,1499.9,1500,N2_0824
3,1500.2,1500,N2_0824
4,1500.2,1500,N2_0824
5,1500.3,1500,N2_0824
6,1500.3,1500,N2_0824
1,2000.5,2000,N2_0824
2,2000,2000,N2_0824
3,2000.3,2000,N2_0824
4,2000.4,2000,N2_0824
5,2000.5,2000,N2_0824
6,2000.5,2000,N2_0824
1,2300.5,2300,N2_0824
2,2300,2300,N2_0824
3,2300.4,2300,N2_0824
4,2300.5,2300,N2_0824
5,2300.5,2300,N2_0824
6,2300.5,2300,N2_0824
7,32,32,N2_0824
8,31.8,32,N2_0824
9,32.5,32,N2_0824
10,32.7,32,N2_0824
11,31.3,32,N2_0824
12,32,32,N2_0824
7,500,500,N2_0824
8,499.9,500,N2_0824
9,500.4,500,N2_0824
10,500.6,500,N2_0824
11,499.5,500,N2_0824
12,500,500,N2_0824
7,1000.1,1000,N2_0824
8,1000,1000,N2_0824
9,1000.4,1000,N2_0824
10,1000.7,1000,N2_0824
11,999.7,1000,N2_0824
12,1000.2,1000,N2_0824
7,1500.2,1500,N2_0824
8,1500,1500,N2_0824
9,1500.5,1500,N2_0824
10,1500.8,1500,N2_0824
11,1499.7,1500,N2_0824
12,1500.2,1500,N2_0824
7,2000.5,2000,N2_0824
8,2000.1,2000,N2_0824
9,2000.6,2000,N2_0824
10,2001,2000,N2_0824
11,1999.8,2000,N2_0824
12,2000.4,2000,N2_0824
7,2300.5,2300,N2_0824
8,2300.1,2300,N2_0824
9,2300.7,2300,N2_0824
10,2301,2300,N2_0824
11,2299.9,2300,N2_0824
12,2300.5,2300,N2_0824
13,32.1,32,N2_0824
14,32,32,N2_0824
15,32.1,32,N2_0824
16,32,32,N2_0824
17,31.9,32,N2_0824
18,32.3,32,N2_0824
13,500.1,500,N2_0824
14,500,500,N2_0824
15,499.8,500,N2_0824
16,499.9,500,N2_0824
17,499.7,500,N2_0824
18,500.2,500,N2_0824
13,1000.2,1000,N2_0824
14,1000.2,1000,N2_0824
15,999.7,1000,N2_0824
16,999.8,1000,N2_0824
17,999.7,1000,N2_0824
18,1000,1000,N2_0824
13,1500.2,1500,N2_0824
14,1500.3,1500,N2_0824
15,1499.6,1500,N2_0824
16,1499.8,1500,N2_0824
17,1499.7,1500,N2_0824
18,1499.9,1500,N2_0824
13,2000.4,2000,N2_0824
14,2000.5,2000,N2_0824
15,1999.7,2000,N2_0824
16,2000,2000,N2_0824
17,1999.8,2000,N2_0824
18,1999.9,2000,N2_0824
13,2300.4,2300,N2_0824
14,2300.6,2300,N2_0824
15,2299.8,2300,N2_0824
16,2300.1,2300,N2_0824
17,2299.9,2300,N2_0824
18,2299.9,2300,N2_0824
19,31.9,32,N2_0824
20,32,32,N2_0824
21,31.9,32,N2_0824
22,32.4,32,N2_0824
23,32.1,32,N2_0824
24,31.5,32,N2_0824
19,499.7,500,N2_0824
20,499.8,500,N2_0824
21,499.7,500,N2_0824
22,500.1,500,N2_0824
23,499.9,500,N2_0824
24,499.5,500,N2_0824
19,999.6,1000,N2_0824
20,999.7,1000,N2_0824
21,999.7,1000,N2_0824
22,1000,1000,N2_0824
23,999.8,1000,N2_0824
24,999.5,1000,N2_0824
19,1499.5,1500,N2_0824
20,1499.7,1500,N2_0824
21,1499.7,1500,N2_0824
22,1499.8,1500,N2_0824
23,1499.8,1500,N2_0824
24,1499.5,1500,N2_0824
19,1999.7,2000,N2_0824
20,1999.9,2000,N2_0824
21,1999.9,2000,N2_0824
22,1999.9,2000,N2_0824
23,1999.9,2000,N2_0824
24,1999.6,2000,N2_0824
19,2299.7,2300,N2_0824
20,2300,2300,N2_0824
21,2300,2300,N2_0824
22,2299.9,2300,N2_0824
23,2300,2300,N2_0824
24,2299.7,2300,N2_0824
25,32.1,32,N2_0824
26,32,32,N2_0824
27,32,32,N2_0824
28,32,32,N2_0824
25,499.6,500,N2_0824
26,500.1,500,N2_0824
27,499.8,500,N2_0824
28,500,500,N2_0824
25,999.3,1000,N2_0824
26,1000.1,1000,N2_0824
27,999.7,1000,N2_0824
28,999.9,1000,N2_0824
25,1499.2,1500,N2_0824
26,1500,1500,N2_0824
27,1499.6,1500,N2_0824
28,1499.8,1500,N2_0824
25,1999.3,2000,N2_0824
26,2000.1,2000,N2_0824
27,1999.7,2000,N2_0824
28,1999.9,2000,N2_0824
25,2299.3,2300,N2_0824
26,2300.1,2300,N2_0824
27,2299.8,2300,N2_0824
28,2300,2300,N2_0824
1,-99.8,-100,J2_0824
2,-99.9,-100,J2_0824
3,-99.8,-100,J2_0824
4,-99.9,-100,J2_0824
5,-99.8,-100,J2_0824
6,-100.1,-100,J2_0824
1,-49.8,-50,J2_0824
2,-49.7,-50,J2_0824
3,-49.8,-50,J2_0824
4,-49.9,-50,J2_0824
5,-49.8,-50,J2_0824
6,-50.1,-50,J2_0824
1,0.2,0,J2_0824
2,0.2,0,J2_0824
3,0.1,0,J2_0824
4,0.3,0,J2_0824
5,0.1,0,J2_0824
6,0,0,J2_0824
1,250.2,250,J2_0824
2,250.2,250,J2_0824
3,250.2,250,J2_0824
4,250.3,250,J2_0824
5,250.1,250,J2_0824
6,250,250,J2_0824
1,500.2,500,J2_0824
2,500.2,500,J2_0824
3,500.2,500,J2_0824
4,500.3,500,J2_0824
5,500,500,J2_0824
6,500,500,J2_0824
1,1000.1,1000,J2_0824
2,1000.3,1000,J2_0824
3,1000.2,1000,J2_0824
4,1000.3,1000,J2_0824
5,1000,1000,J2_0824
6,1000,1000,J2_0824
7,-100.1,-100,J2_0824
8,-99.9,-100,J2_0824
9,-100.1,-100,J2_0824
10,-99.7,-100,J2_0824
11,-99.9,-100,J2_0824
12,-100.2,-100,J2_0824
7,-50.1,-50,J2_0824
8,-49.7,-50,J2_0824
9,-49.8,-50,J2_0824
10,-49.7,-50,J2_0824
11,-49.9,-50,J2_0824
12,-50,-50,J2_0824
7,-0.1,0,J2_0824
8,0.3,0,J2_0824
9,0.2,0,J2_0824
10,0.4,0,J2_0824
11,0.1,0,J2_0824
12,0,0,J2_0824
7,249.9,250,J2_0824
8,250.4,250,J2_0824
9,250.1,250,J2_0824
10,250.4,250,J2_0824
11,250.1,250,J2_0824
12,250,250,J2_0824
7,499.9,500,J2_0824
8,500.3,500,J2_0824
9,500.1,500,J2_0824
10,500.4,500,J2_0824
11,500.1,500,J2_0824
12,500,500,J2_0824
7,999.8,1000,J2_0824
8,1000.3,1000,J2_0824
9,1000,1000,J2_0824
10,1000.4,1000,J2_0824
11,1000.1,1000,J2_0824
12,1000,1000,J2_0824
13,-99.9,-100,J2_0824
14,-99.7,-100,J2_0824
15,-99.8,-100,J2_0824
16,-100,-100,J2_0824
17,-100,-100,J2_0824
18,-99.9,-100,J2_0824
13,-49.9,-50,J2_0824
14,-49.4,-50,J2_0824
15,-49.8,-50,J2_0824
16,-50.1,-50,J2_0824
17,-50.1,-50,J2_0824
18,-49.9,-50,J2_0824
13,0.1,0,J2_0824
14,0.1,0,J2_0824
15,0.1,0,J2_0824
16,-0.1,0,J2_0824
17,-0.1,0,J2_0824
18,0.1,0,J2_0824
13,250.1,250,J2_0824
14,250.1,250,J2_0824
15,250,250,J2_0824
16,250,250,J2_0824
17,249.9,250,J2_0824
18,250.1,250,J2_0824
13,500,500,J2_0824
14,500,500,J2_0824
15,500.1,500,J2_0824
16,500,500,J2_0824
17,499.8,500,J2_0824
18,500.1,500,J2_0824
13,1000,1000,J2_0824
14,1000,1000,J2_0824
15,1000.1,1000,J2_0824
16,1000,1000,J2_0824
17,999.8,1000,J2_0824
18,1000.2,1000,J2_0824
19,-100.1,-100,J2_0824
20,-99.9,-100,J2_0824
21,-99.9,-100,J2_0824
22,-99.9,-100,J2_0824
23,-99.9,-100,J2_0824
24,-99.9,-100,J2_0824
19,-50.1,-50,J2_0824
20,-49.9,-50,J2_0824
21,-50,-50,J2_0824
22,-49.9,-50,J2_0824
23,-50,-50,J2_0824
24,-50,-50,J2_0824
19,-0.1,0,J2_0824
20,0,0,J2_0824
21,0,0,J2_0824
22,0,0,J2_0824
23,0,0,J2_0824
24,-0.1,0,J2_0824
19,250,250,J2_0824
20,250,250,J2_0824
21,250.1,250,J2_0824
22,250,250,J2_0824
23,250,250,J2_0824
24,249.9,250,J2_0824
19,500,500,J2_0824
20,500,500,J2_0824
21,500,500,J2_0824
22,500,500,J2_0824
23,500,500,J2_0824
24,499.9,500,J2_0824
19,1000,1000,J2_0824
20,1000,1000,J2_0824
21,999.9,1000,J2_0824
22,1000,1000,J2_0824
23,1000,1000,J2_0824
24,1000,1000,J2_0824
25,-100.5,-100,J2_0824
26,-99.5,-100,J2_0824
27,-99.6,-100,J2_0824
28,-100.2,-100,J2_0824
29,-100.1,-100,J2_0824
30,-100.2,-100,J2_0824
25,-50.5,-50,J2_0824
26,-49.5,-50,J2_0824
27,-49.8,-50,J2_0824
28,-50.3,-50,J2_0824
29,-50.1,-50,J2_0824
30,-50.2,-50,J2_0824
25,-0.5,0,J2_0824
26,0.5,0,J2_0824
27,0.1,0,J2_0824
28,-0.3,0,J2_0824
29,-0.2,0,J2_0824
30,-0.2,0,J2_0824
25,249.5,250,J2_0824
26,250.5,250,J2_0824
27,250.1,250,J2_0824
28,249.7,250,J2_0824
29,249.8,250,J2_0824
30,249.8,250,J2_0824
25,499.5,500,J2_0824
26,500.5,500,J2_0824
27,500,500,J2_0824
28,499.7,500,J2_0824
29,499.7,500,J2_0824
30,499.8,500,J2_0824
25,999.5,1000,J2_0824
26,1000.4,1000,J2_0824
27,999.9,1000,J2_0824
28,999.7,1000,J2_0824
29,999.6,1000,J2_0824
30,999.7,1000,J2_0824
31,-100.2,-100,J2_0824
32,-99.9,-100,J2_0824
33,-100,-100,J2_0824
34,-100,-100,J2_0824
35,-100.2,-100,J2_0824
36,-100.3,-100,J2_0824
31,-50.2,-50,J2_0824
32,-49.8,-50,J2_0824
33,-50,-50,J2_0824
34,-50,-50,J2_0824
35,-50.1,-50,J2_0824
36,-50.2,-50,J2_0824
31,-0.3,0,J2_0824
32,0.1,0,J2_0824
33,0,0,J2_0824
34,0,0,J2_0824
35,-0.2,0,J2_0824
36,-0.3,0,J2_0824
31,249.8,250,J2_0824
32,250.2,250,J2_0824
33,250.1,250,J2_0824
34,250.1,250,J2_0824
35,249.9,250,J2_0824
36,249.8,250,J2_0824
31,499.7,500,J2_0824
32,500.1,500,J2_0824
33,500,500,J2_0824
34,500,500,J2_0824
35,499.8,500,J2_0824
36,499.7,500,J2_0824
31,999.8,1000,J2_0824
32,1000,1000,J2_0824
33,999.9,1000,J2_0824
34,999.9,1000,J2_0824
35,999.8,1000,J2_0824
36,999.6,1000,J2_0824
37,-100.4,-100,J2_0824
38,-100,-100,J2_0824
39,-100.1,-100,J2_0824
40,-100,-100,J2_0824
37,-50.4,-50,J2_0824
38,-50.1,-50,J2_0824
39,-50.1,-50,J2_0824
40,-50,-50,J2_0824
37,-0.4,0,J2_0824
38,-0.1,0,J2_0824
39,-0.2,0,J2_0824
40,-0.1,0,J2_0824
37,249.7,250,J2_0824
38,250,250,J2_0824
39,249.9,250,J2_0824
40,249.9,250,J2_0824
37,499.7,500,J2_0824
38,499.9,500,J2_0824
39,499.7,500,J2_0824
40,499.8,500,J2_0824
37,999.6,1000,J2_0824
38,999.8,1000,J2_0824
39,999.7,1000,J2_0824
40,999.8,1000,J2_0824
1,-99.8,-100,J1_0325
2,-99.9,-100,J1_0325
3,-99.8,-100,J1_0325
4,-99.9,-100,J1_0325
5,-100,-100,J1_0325
6,-99.9,-100,J1_0325
1,-49.8,-50,J1_0325
2,-49.9,-50,J1_0325
3,-49.8,-50,J1_0325
4,-49.9,-50,J1_0325
5,-50,-50,J1_0325
6,-49.9,-50,J1_0325
1,-0.1,0,J1_0325
2,0,0,J1_0325
3,-0.2,0,J1_0325
4,0,0,J1_0325
5,0,0,J1_0325
6,0,0,J1_0325
1,249.8,250,J1_0325
2,249.9,250,J1_0325
3,249.9,250,J1_0325
4,250,250,J1_0325
5,249.9,250,J1_0325
6,250,250,J1_0325
1,499.8,500,J1_0325
2,499.9,500,J1_0325
3,499.9,500,J1_0325
4,499.9,500,J1_0325
5,499.9,500,J1_0325
6,499.9,500,J1_0325
1,999.9,1000,J1_0325
2,999.8,1000,J1_0325
3,999.9,1000,J1_0325
4,999.9,1000,J1_0325
5,999.8,1000,J1_0325
6,999.9,1000,J1_0325
7,-99.9,-100,J1_0325
8,-100,-100,J1_0325
9,-99.7,-100,J1_0325
10,-100.1,-100,J1_0325
11,-99.8,-100,J1_0325
12,-100.1,-100,J1_0325
7,-50,-50,J1_0325
8,-50,-50,J1_0325
9,-49.7,-50,J1_0325
10,-50.1,-50,J1_0325
11,-49.8,-50,J1_0325
12,-50.1,-50,J1_0325
7,0,0,J1_0325
8,0.1,0,J1_0325
9,-0.3,0,J1_0325
10,0.1,0,J1_0325
11,-0.2,0,J1_0325
12,-0.1,0,J1_0325
7,249.9,250,J1_0325
8,249.9,250,J1_0325
9,249.8,250,J1_0325
10,249.9,250,J1_0325
11,249.9,250,J1_0325
12,249.8,250,J1_0325
7,499.8,500,J1_0325
8,499.8,500,J1_0325
9,499.8,500,J1_0325
10,499.8,500,J1_0325
11,499.9,500,J1_0325
12,499.8,500,J1_0325
7,999.6,1000,J1_0325
8,999.8,1000,J1_0325
9,999.9,1000,J1_0325
10,999.7,1000,J1_0325
11,999.8,1000,J1_0325
12,999.8,1000,J1_0325
13,-100,-100,J1_0325
14,-100.1,-100,J1_0325
15,-100.1,-100,J1_0325
16,-100,-100,J1_0325
17,-100.2,-100,J1_0325
18,-99.8,-100,J1_0325
13,-50.1,-50,J1_0325
14,-50.1,-50,J1_0325
15,-50.1,-50,J1_0325
16,-49.9,-50,J1_0325
17,-49.9,-50,J1_0325
18,-49.9,-50,J1_0325
13,0.1,0,J1_0325
14,-0.2,0,J1_0325
15,-0.2,0,J1_0325
16,0.1,0,J1_0325
17,-0.1,0,J1_0325
18,0.1,0,J1_0325
13,250.1,250,J1_0325
14,249.8,250,J1_0325
15,249.8,250,J1_0325
16,250.2,250,J1_0325
17,250,250,J1_0325
18,250.1,250,J1_0325
13,500.1,500,J1_0325
14,499.8,500,J1_0325
15,499.7,500,J1_0325
16,500.1,500,J1_0325
17,500,500,J1_0325
18,500.1,500,J1_0325
13,1000.1,1000,J1_0325
14,999.8,1000,J1_0325
15,999.7,1000,J1_0325
16,1000.1,1000,J1_0325
17,1000,1000,J1_0325
18,1000.1,1000,J1_0325
19,-100.1,-100,J1_0325
20,-100.1,-100,J1_0325
21,-100.1,-100,J1_0325
22,-100,-100,J1_0325
23,-100.2,-100,J1_0325
24,-99.8,-100,J1_0325
19,-49.9,-50,J1_0325
20,-50.1,-50,J1_0325
21,-49.9,-50,J1_0325
22,-49.9,-50,J1_0325
23,-50.2,-50,J1_0325
24,-49.8,-50,J1_0325
19,0,0,J1_0325
20,-0.1,0,J1_0325
21,0,0,J1_0325
22,0.1,0,J1_0325
23,-0.1,0,J1_0325
24,0,0,J1_0325
19,250,250,J1_0325
20,249.9,250,J1_0325
21,250.1,250,J1_0325
22,250.1,250,J1_0325
23,249.9,250,J1_0325
24,250.1,250,J1_0325
19,499.9,500,J1_0325
20,499.8,500,J1_0325
21,500.1,500,J1_0325
22,500.1,500,J1_0325
23,499.9,500,J1_0325
24,499.9,500,J1_0325
19,1000,1000,J1_0325
20,999.7,1000,J1_0325
21,1000.2,1000,J1_0325
22,1000.1,1000,J1_0325
23,999.9,1000,J1_0325
24,999.8,1000,J1_0325
25,-99.9,-100,J1_0325
26,-100,-100,J1_0325
27,-100.2,-100,J1_0325
28,-100.1,-100,J1_0325
29,-100.2,-100,J1_0325
30,-100.2,-100,J1_0325
25,-49.9,-50,J1_0325
26,-49.8,-50,J1_0325
27,-50.1,-50,J1_0325
28,-50.1,-50,J1_0325
29,-50.1,-50,J1_0325
30,-50,-50,J1_0325
25,0,0,J1_0325
26,0.1,0,J1_0325
27,-0.1,0,J1_0325
28,0,0,J1_0325
29,0.1,0,J1_0325
30,0.1,0,J1_0325
25,250.1,250,J1_0325
26,250.1,250,J1_0325
27,250.2,250,J1_0325
28,250.1,250,J1_0325
29,249.8,250,J1_0325
30,249.9,250,J1_0325
25,500.1,500,J1_0325
26,500.1,500,J1_0325
27,500.2,500,J1_0325
28,500.1,500,J1_0325
29,499.9,500,J1_0325
30,500,500,J1_0325
25,1000.2,1000,J1_0325
26,1000.1,1000,J1_0325
27,1000.3,1000,J1_0325
28,1000.2,1000,J1_0325
29,999.9,1000,J1_0325
30,1000,1000,J1_0325
31,-100.1,-100,J1_0325
32,-100,-100,J1_0325
33,-100.2,-100,J1_0325
34,-100.2,-100,J1_0325
35,-100.2,-100,J1_0325
36,-100.3,-100,J1_0325
31,-49.9,-50,J1_0325
32,-50,-50,J1_0325
33,-50.1,-50,J1_0325
34,-50.2,-50,J1_0325
35,-50.1,-50,J1_0325
36,-50.2,-50,J1_0325
31,0.2,0,J1_0325
32,0.2,0,J1_0325
33,0.1,0,J1_0325
34,0.1,0,J1_0325
35,0.1,0,J1_0325
36,0.1,0,J1_0325
31,250,250,J1_0325
32,250.1,250,J1_0325
33,249.8,250,J1_0325
34,249.7,250,J1_0325
35,249.8,250,J1_0325
36,250,250,J1_0325
31,500.1,500,J1_0325
32,500.1,500,J1_0325
33,500,500,J1_0325
34,500.1,500,J1_0325
35,500,500,J1_0325
36,500.2,500,J1_0325
31,1000,1000,J1_0325
32,1000.2,1000,J1_0325
33,1000.1,1000,J1_0325
34,1000.3,1000,J1_0325
35,1000.1,1000,J1_0325
36,1000.2,1000,J1_0325
37,-100.5,-100,J1_0325
38,-100.1,-100,J1_0325
39,-99.8,-100,J1_0325
40,-99.9,-100,J1_0325
37,-50.3,-50,J1_0325
38,-49.8,-50,J1_0325
39,-50,-50,J1_0325
40,-50,-50,J1_0325
37,0.3,0,J1_0325
38,0.2,0,J1_0325
39,0.2,0,J1_0325
40,0.2,0,J1_0325
